filename,label,x_min,y_min,x_max,y_max,color,number
356390.jpg,0,1473,193,1535,270,2,2
356390.jpg,0,1553,187,1618,255,2,1
356390.jpg,1,950,201,964,216,-1,-1
356423.jpg,0,0,567,103,658,0,4
356423.jpg,0,260,208,323,276,0,1
356423.jpg,0,451,204,515,288,0,3
356423.jpg,0,652,112,695,180,0,5
356423.jpg,0,681,142,733,226,0,2
356423.jpg,0,977,134,1017,217,2,4
356423.jpg,0,1017,233,1065,347,2,3
356423.jpg,0,1136,140,1177,223,2,5
356423.jpg,0,1473,192,1535,269,2,2
356423.jpg,0,1553,187,1618,255,2,1
356423.jpg,1,949,201,964,216,-1,-1
356456.jpg,0,0,567,103,658,0,4
356456.jpg,0,261,208,323,275,0,1
356456.jpg,0,451,204,516,288,0,3
356456.jpg,0,652,112,695,180,0,5
356456.jpg,0,681,142,733,226,0,2
356456.jpg,0,977,133,1017,217,2,4
356456.jpg,0,1017,232,1063,346,2,3
356456.jpg,0,1137,139,1178,223,2,5
356456.jpg,0,1473,193,1535,269,2,2
356456.jpg,0,1553,187,1618,255,2,1
356456.jpg,1,950,202,964,216,-1,-1
356490.jpg,0,0,567,103,658,0,4
356490.jpg,0,261,207,323,275,0,1
356490.jpg,0,451,204,516,288,0,3
356490.jpg,0,652,112,695,180,0,5
356490.jpg,0,681,142,733,226,0,2
356490.jpg,0,974,133,1018,217,2,4
356490.jpg,0,1017,232,1061,345,2,3
356490.jpg,0,1138,139,1178,223,2,5
356490.jpg,0,1473,193,1534,269,2,2
356490.jpg,0,1553,187,1618,255,2,1
356490.jpg,1,950,202,964,216,-1,-1
356523.jpg,0,0,567,103,658,0,4
356523.jpg,0,261,207,324,274,0,1
356523.jpg,0,451,204,516,288,0,3
356523.jpg,0,652,112,695,180,0,5
356523.jpg,0,681,142,733,226,0,2
356523.jpg,0,974,133,1019,217,2,4
356523.jpg,0,1017,232,1060,345,2,3
356523.jpg,0,1139,139,1179,223,2,5
356523.jpg,0,1473,193,1534,269,2,2
356523.jpg,0,1553,187,1618,255,2,1
356523.jpg,1,950,202,964,216,-1,-1
356557.jpg,0,0,567,103,658,0,4
356557.jpg,0,262,207,324,273,0,1
356557.jpg,0,450,204,515,288,0,3
356557.jpg,0,652,112,695,180,0,5
356557.jpg,0,681,142,733,226,0,2
356557.jpg,0,974,133,1020,217,2,4
356557.jpg,0,1015,232,1055,346,2,3
356557.jpg,0,1139,138,1178,222,2,5
356557.jpg,0,1473,193,1534,270,2,2
356557.jpg,0,1553,187,1618,255,2,1
356557.jpg,1,950,201,964,216,-1,-1
356590.jpg,0,0,567,103,658,0,4
356590.jpg,0,262,207,324,273,0,1
356590.jpg,0,450,204,515,289,0,3
356590.jpg,0,652,112,695,180,0,5
356590.jpg,0,681,142,733,226,0,2
356590.jpg,0,973,133,1020,217,2,4
356590.jpg,0,1011,233,1053,346,2,3
356590.jpg,0,1140,137,1178,221,2,5
356590.jpg,0,1473,193,1534,270,2,2
356590.jpg,0,1553,187,1618,255,2,1
356590.jpg,1,949,201,964,216,-1,-1
356623.jpg,0,0,567,103,658,0,4
356623.jpg,0,262,207,324,273,0,1
356623.jpg,0,450,204,515,289,0,3
356623.jpg,0,652,112,695,180,0,5
356623.jpg,0,681,142,733,226,0,2
356623.jpg,0,973,134,1019,217,2,4
356623.jpg,0,1007,234,1053,347,2,3
356623.jpg,0,1140,137,1178,220,2,5
356623.jpg,0,1473,193,1534,271,2,2
356623.jpg,0,1553,187,1618,255,2,1
356623.jpg,1,950,201,964,216,-1,-1
356657.jpg,0,0,567,103,658,0,4
356657.jpg,0,261,207,324,274,0,1
356657.jpg,0,451,204,515,289,0,3
356657.jpg,0,652,112,695,180,0,5
356657.jpg,0,681,142,733,226,0,2
356657.jpg,0,972,134,1018,217,2,4
356657.jpg,0,1006,234,1053,347,2,3
356657.jpg,0,1140,137,1178,219,2,5
356657.jpg,0,1472,193,1535,271,2,2
356657.jpg,0,1553,187,1618,255,2,1
356657.jpg,1,950,201,964,216,-1,-1
356690.jpg,0,0,567,103,658,0,4
356690.jpg,0,260,208,324,274,0,1
356690.jpg,0,451,204,515,289,0,3
356690.jpg,0,652,112,695,180,0,5
356690.jpg,0,681,142,733,226,0,2
356690.jpg,0,970,133,1016,217,2,4
356690.jpg,0,1006,234,1053,347,2,3
356690.jpg,0,1140,137,1178,219,2,5
356690.jpg,0,1473,193,1535,271,2,2
356690.jpg,0,1553,187,1618,255,2,1
356690.jpg,1,950,201,964,216,-1,-1
356723.jpg,0,0,567,103,658,0,4
356723.jpg,0,258,208,324,275,0,1
356723.jpg,0,451,203,516,289,0,3
356723.jpg,0,652,112,695,180,0,5
356723.jpg,0,681,142,733,226,0,2
356723.jpg,0,969,133,1015,217,2,4
356723.jpg,0,1006,234,1052,348,2,3
