filename,label,x_min,y_min,x_max,y_max,color,number
797731.jpg,0,1567,283,1634,351,9,1
797731.jpg,0,1041,232,1076,316,1,4
797731.jpg,0,534,231,579,304,1,2
797731.jpg,0,257,284,322,355,1,1
797731.jpg,0,565,273,616,360,1,3
797731.jpg,1,1070,292,1087,309,-1,-1
797698.jpg,0,1175,200,1227,271,9,3
797698.jpg,0,1101,235,1144,320,9,2
797698.jpg,0,1567,283,1634,351,9,1
797698.jpg,0,1041,232,1075,316,1,4
797698.jpg,0,534,231,579,304,1,2
797698.jpg,0,257,284,322,355,1,1
797698.jpg,0,565,273,616,360,1,3
797698.jpg,1,1072,292,1090,309,-1,-1
797664.jpg,0,1174,200,1227,271,9,3
797664.jpg,0,1101,235,1145,321,9,2
797664.jpg,0,1567,283,1634,351,9,1
797664.jpg,0,1040,232,1074,316,1,4
797664.jpg,0,534,231,579,304,1,2
797664.jpg,0,257,284,322,355,1,1
797664.jpg,0,565,273,616,360,1,3
797664.jpg,1,1074,292,1092,309,-1,-1
797631.jpg,0,1174,200,1227,271,9,3
797631.jpg,0,1101,235,1145,322,9,2
797631.jpg,0,1567,283,1634,351,9,1
797631.jpg,0,1040,232,1073,315,1,4
797631.jpg,0,534,231,579,304,1,2
797631.jpg,0,257,284,322,355,1,1
797631.jpg,0,565,273,616,360,1,3
797631.jpg,1,1077,292,1094,309,-1,-1
797598.jpg,0,1174,200,1226,271,9,3
797598.jpg,0,1101,236,1146,323,9,2
797598.jpg,0,1567,283,1634,351,9,1
797598.jpg,0,1039,232,1073,315,1,4
797598.jpg,0,533,231,578,304,1,2
797598.jpg,0,257,284,322,355,1,1
797598.jpg,0,565,273,616,361,1,3
797598.jpg,1,1079,292,1096,309,-1,-1
797564.jpg,0,1174,200,1226,271,9,3
797564.jpg,0,1101,236,1147,324,9,2
797564.jpg,0,1567,283,1634,351,9,1
797564.jpg,0,1039,232,1072,315,1,4
797564.jpg,0,533,231,578,304,1,2
797564.jpg,0,256,284,322,355,1,1
797564.jpg,0,565,273,616,361,1,3
797564.jpg,1,1081,293,1098,310,-1,-1
797531.jpg,0,1174,200,1226,271,9,3
797531.jpg,0,1102,236,1148,324,9,2
797531.jpg,0,1567,283,1634,351,9,1
797531.jpg,0,1038,232,1071,315,1,4
797531.jpg,0,533,231,578,304,1,2
797531.jpg,0,256,284,322,355,1,1
797531.jpg,0,565,273,616,361,1,3
797531.jpg,1,1084,293,1101,310,-1,-1
797497.jpg,0,1174,200,1226,271,9,3
797497.jpg,0,1104,236,1148,323,9,2
797497.jpg,0,1567,283,1634,351,9,1
797497.jpg,0,1037,232,1071,315,1,4
797497.jpg,0,533,231,578,304,1,2
797497.jpg,0,256,284,322,355,1,1
797497.jpg,0,565,273,616,361,1,3
797497.jpg,1,1086,293,1103,310,-1,-1
797464.jpg,0,1175,200,1226,271,9,3
797464.jpg,0,1105,237,1149,323,9,2
797464.jpg,0,1567,283,1634,351,9,1
797464.jpg,0,1037,232,1071,315,1,4
797464.jpg,0,533,231,578,304,1,2
797464.jpg,0,256,284,322,355,1,1
797464.jpg,0,565,273,616,361,1,3
797464.jpg,1,1088,293,1106,310,-1,-1
797431.jpg,0,1175,200,1226,271,9,3
797431.jpg,0,1107,237,1150,323,9,2
797431.jpg,0,1567,283,1634,351,9,1
797431.jpg,0,1036,232,1071,315,1,4
797431.jpg,0,533,231,578,304,1,2
797431.jpg,0,256,284,322,355,1,1
797431.jpg,0,565,273,616,361,1,3
797431.jpg,1,1091,293,1108,311,-1,-1
797397.jpg,0,1176,200,1226,271,9,3
797397.jpg,0,1108,237,1151,323,9,2
797397.jpg,0,1567,283,1634,351,9,1
797397.jpg,0,1035,232,1070,315,1,4
797397.jpg,0,533,231,578,304,1,2
797397.jpg,0,256,284,322,355,1,1
797397.jpg,0,565,273,616,361,1,3
797397.jpg,1,1093,294,1111,311,-1,-1
797364.jpg,0,1176,200,1226,271,9,3
797364.jpg,0,1110,237,1151,323,9,2
797364.jpg,0,1567,283,1634,351,9,1
797364.jpg,0,1034,232,1070,315,1,4
797364.jpg,0,532,231,578,304,1,2
797364.jpg,0,256,284,322,355,1,1
797364.jpg,0,565,273,616,361,1,3
797364.jpg,1,1094,294,1111,311,-1,-1
797331.jpg,0,1177,200,1226,271,9,3
797331.jpg,0,1111,238,1152,323,9,2
797331.jpg,0,1567,283,1634,351,9,1
797331.jpg,0,1034,232,1070,315,1,4
797331.jpg,0,532,231,578,304,1,2
797331.jpg,0,256,284,322,355,1,1
797331.jpg,0,565,273,616,361,1,3
797331.jpg,1,1094,294,1112,311,-1,-1
797297.jpg,0,1177,200,1226,271,9,3
797297.jpg,0,1113,238,1153,323,9,2
797297.jpg,0,1567,283,1634,351,9,1
797297.jpg,0,1033,232,1070,315,1,4
797297.jpg,0,532,231,578,304,1,2
797297.jpg,0,256,284,322,355,1,1
797297.jpg,0,565,273,616,361,1,3
797297.jpg,1,1095,294,1112,311,-1,-1
797264.jpg,0,1178,200,1226,271,9,3
797264.jpg,0,1114,238,1154,323,9,2
797264.jpg,0,1567,283,1634,351,9,1
797264.jpg,0,1032,232,1069,315,1,4
797264.jpg,0,532,231,578,304,1,2
797264.jpg,0,256,284,322,355,1,1
797264.jpg,0,565,273,616,361,1,3
797264.jpg,1,1095,295,1113,312,-1,-1
797231.jpg,0,1178,200,1226,271,9,3
797231.jpg,0,1116,239,1155,323,9,2
797231.jpg,0,1567,283,1634,351,9,1
797231.jpg,0,1031,232,1069,314,1,4
797231.jpg,0,532,231,578,304,1,2
797231.jpg,0,256,284,322,355,1,1
797231.jpg,0,565,273,616,361,1,3
797231.jpg,1,1096,295,1113,312,-1,-1
797197.jpg,0,1178,200,1226,271,9,3
797197.jpg,0,1116,238,1155,323,9,2
797197.jpg,0,1567,283,1634,351,9,1
797197.jpg,0,1031,232,1069,315,1,4
797197.jpg,0,532,231,578,304,1,2
797197.jpg,0,256,284,322,355,1,1
797197.jpg,0,565,273,616,362,1,3
797197.jpg,1,1096,295,1113,312,-1,-1
797164.jpg,0,1179,200,1226,271,9,3
797164.jpg,0,1117,238,1155,323,9,2
797164.jpg,0,1567,283,1634,351,9,1
797164.jpg,0,1031,232,1068,315,1,4
797164.jpg,0,531,231,578,304,1,2
797164.jpg,0,256,284,322,355,1,1
797164.jpg,0,564,274,615,362,1,3
797164.jpg,1,1096,295,1113,312,-1,-1
797130.jpg,0,1179,200,1226,271,9,3
797130.jpg,0,1117,238,1156,323,9,2
797130.jpg,0,1567,283,1634,351,9,1
797130.jpg,0,1031,232,1067,315,1,4
797130.jpg,0,531,231,578,304,1,2
797130.jpg,0,256,284,322,355,1,1
797130.jpg,0,564,274,615,362,1,3
797130.jpg,1,1096,295,1113,312,-1,-1
797097.jpg,0,1179,200,1226,271,9,3
797097.jpg,0,1118,238,1156,323,9,2
797097.jpg,0,1567,283,1634,351,9,1
797097.jpg,0,1030,232,1067,315,1,4
797097.jpg,0,531,231,578,304,1,2
797097.jpg,0,256,284,322,355,1,1
797097.jpg,0,564,275,615,363,1,3
797097.jpg,1,1096,295,1113,312,-1,-1
797064.jpg,0,1179,200,1226,271,9,3
797064.jpg,0,1118,238,1157,323,9,2
797064.jpg,0,1567,283,1634,351,9,1
797064.jpg,0,1030,232,1066,315,1,4
797064.jpg,0,530,231,578,304,1,2
797064.jpg,0,256,284,322,355,1,1
797064.jpg,0,563,275,615,363,1,3
797064.jpg,1,1096,295,1113,312,-1,-1
797030.jpg,0,1179,200,1226,271,9,3
797030.jpg,0,1118,238,1157,323,9,2
797030.jpg,0,1567,283,1634,351,9,1
797030.jpg,0,1030,232,1066,315,1,4
797030.jpg,0,530,231,578,304,1,2
797030.jpg,0,256,284,322,355,1,1
797030.jpg,0,563,275,615,364,1,3
797030.jpg,1,1096,295,1113,312,-1,-1
796997.jpg,0,1179,200,1226,271,9,3
796997.jpg,0,1119,238,1158,323,9,2
796997.jpg,0,1567,283,1634,351,9,1
796997.jpg,0,1029,232,1065,316,1,4
796997.jpg,0,530,231,578,304,1,2
796997.jpg,0,256,284,322,355,1,1
796997.jpg,0,563,276,615,364,1,3
796997.jpg,1,1096,295,1113,312,-1,-1
796964.jpg,0,1180,200,1226,271,9,3
796964.jpg,0,1119,238,1158,323,9,2
796964.jpg,0,1567,283,1634,351,9,1
796964.jpg,0,1029,232,1064,316,1,4
796964.jpg,0,530,231,578,304,1,2
796964.jpg,0,256,284,322,355,1,1
796964.jpg,0,562,276,614,364,1,3
796964.jpg,1,1096,295,1113,312,-1,-1
796930.jpg,0,1180,200,1226,271,9,3
796930.jpg,0,1120,238,1158,323,9,2
796930.jpg,0,1567,283,1634,351,9,1
796930.jpg,0,1029,232,1064,316,1,4
796930.jpg,0,529,231,578,304,1,2
796930.jpg,0,256,284,322,355,1,1
796930.jpg,0,562,277,614,365,1,3
796930.jpg,1,1096,295,1113,312,-1,-1
796897.jpg,0,1180,200,1226,271,9,3
796897.jpg,0,1120,238,1159,323,9,2
796897.jpg,0,1567,283,1634,351,9,1
796897.jpg,0,1028,232,1063,316,1,4
796897.jpg,0,529,231,579,304,1,2
796897.jpg,0,256,284,322,355,1,1
796897.jpg,0,562,277,614,365,1,3
796897.jpg,1,1096,295,1113,312,-1,-1
796864.jpg,0,1180,200,1226,271,9,3
796864.jpg,0,1120,237,1160,323,9,2
796864.jpg,0,1567,283,1634,351,9,1
796864.jpg,0,1028,232,1063,316,1,4
796864.jpg,0,529,231,579,304,1,2
796864.jpg,0,256,284,322,355,1,1
796864.jpg,0,561,277,614,365,1,3
796864.jpg,1,1096,295,1113,312,-1,-1
796830.jpg,0,1180,200,1225,271,9,3
796830.jpg,0,1120,237,1160,323,9,2
796830.jpg,0,1567,283,1634,351,9,1
796830.jpg,0,1027,232,1063,316,1,4
796830.jpg,0,529,231,579,304,1,2
796830.jpg,0,256,284,322,355,1,1
796830.jpg,0,561,277,613,365,1,3
796830.jpg,1,1096,295,1113,312,-1,-1
796797.jpg,0,1180,200,1225,271,9,3
796797.jpg,0,1120,236,1161,323,9,2
796797.jpg,0,1567,283,1634,351,9,1
796797.jpg,0,1027,232,1063,316,1,4
796797.jpg,0,529,231,579,304,1,2
796797.jpg,0,256,284,322,355,1,1
796797.jpg,0,561,277,613,365,1,3
796797.jpg,1,1096,295,1113,312,-1,-1
796763.jpg,0,1180,200,1225,271,9,3
796763.jpg,0,1120,236,1162,323,9,2
796763.jpg,0,1567,283,1634,351,9,1
796763.jpg,0,1026,232,1063,316,1,4
796763.jpg,0,529,231,579,304,1,2
796763.jpg,0,256,284,322,355,1,1
796763.jpg,0,561,277,613,365,1,3
796763.jpg,1,1096,295,1113,312,-1,-1
796730.jpg,0,1180,200,1225,271,9,3
796730.jpg,0,1120,235,1162,323,9,2
796730.jpg,0,1567,283,1634,351,9,1
796730.jpg,0,1025,232,1063,316,1,4
796730.jpg,0,529,231,579,304,1,2
796730.jpg,0,256,284,322,355,1,1
796730.jpg,0,560,277,612,365,1,3
796730.jpg,1,1096,295,1113,313,-1,-1
796697.jpg,0,1180,200,1224,271,9,3
796697.jpg,0,1120,234,1162,322,9,2
796697.jpg,0,1567,283,1634,351,9,1
796697.jpg,0,1025,231,1062,315,1,4
796697.jpg,0,529,231,579,304,1,2
796697.jpg,0,256,284,322,355,1,1
796697.jpg,0,560,277,612,364,1,3
796697.jpg,1,1096,296,1113,313,-1,-1
796663.jpg,0,1180,200,1224,271,9,3
796663.jpg,0,1120,233,1162,320,9,2
796663.jpg,0,1567,283,1634,351,9,1
796663.jpg,0,1024,231,1062,315,1,4
796663.jpg,0,529,231,579,304,1,2
796663.jpg,0,256,284,322,355,1,1
796663.jpg,0,560,277,612,364,1,3
796663.jpg,1,1096,296,1113,313,-1,-1
796630.jpg,0,1180,200,1224,271,9,3
796630.jpg,0,1120,232,1162,319,9,2
796630.jpg,0,1567,283,1634,351,9,1
796630.jpg,0,1024,231,1062,314,1,4
796630.jpg,0,529,231,579,304,1,2
796630.jpg,0,256,284,322,355,1,1
796630.jpg,0,560,277,611,364,1,3
796630.jpg,1,1096,296,1113,313,-1,-1
796597.jpg,0,1180,200,1224,271,9,3
796597.jpg,0,1120,231,1161,317,9,2
796597.jpg,0,1567,283,1634,351,9,1
796597.jpg,0,1023,231,1062,313,1,4
796597.jpg,0,529,231,579,304,1,2
796597.jpg,0,256,284,322,355,1,1
796597.jpg,0,559,277,611,364,1,3
796597.jpg,1,1096,296,1113,313,-1,-1
796563.jpg,0,1180,200,1224,271,9,3
796563.jpg,0,1120,230,1161,316,9,2
796563.jpg,0,1567,283,1634,351,9,1
796563.jpg,0,1022,231,1062,313,1,4
796563.jpg,0,529,231,579,304,1,2
796563.jpg,0,256,284,322,355,1,1
796563.jpg,0,559,277,611,364,1,3
796563.jpg,1,1096,296,1113,313,-1,-1
796530.jpg,0,1180,200,1224,271,9,3
796530.jpg,0,1120,230,1162,316,9,2
796530.jpg,0,1567,283,1634,351,9,1
796530.jpg,0,1022,231,1062,313,1,4
796530.jpg,0,529,231,579,304,1,2
796530.jpg,0,256,284,322,355,1,1
796530.jpg,0,559,277,610,364,1,3
796530.jpg,1,1095,296,1113,313,-1,-1
796496.jpg,0,1180,200,1224,271,9,3
796496.jpg,0,1120,231,1162,316,9,2
796496.jpg,0,1567,283,1634,351,9,1
796496.jpg,0,1021,231,1061,313,1,4
796496.jpg,0,529,231,579,304,1,2
796496.jpg,0,256,284,322,355,1,1
796496.jpg,0,559,277,610,364,1,3
796496.jpg,1,1095,296,1112,313,-1,-1
796463.jpg,0,1181,200,1224,271,9,3
796463.jpg,0,1121,231,1162,316,9,2
796463.jpg,0,1567,283,1634,351,9,1
796463.jpg,0,1020,232,1061,314,1,4
796463.jpg,0,529,231,579,304,1,2
796463.jpg,0,256,284,322,355,1,1
796463.jpg,0,558,277,610,363,1,3
796463.jpg,1,1095,296,1112,313,-1,-1
796430.jpg,0,1181,200,1224,271,9,3
796430.jpg,0,1121,231,1163,316,9,2
796430.jpg,0,1567,283,1634,351,9,1
796430.jpg,0,1019,232,1061,314,1,4
796430.jpg,0,529,231,579,304,1,2
796430.jpg,0,256,284,322,355,1,1
796430.jpg,0,558,277,609,363,1,3
796430.jpg,1,1094,296,1112,314,-1,-1
796396.jpg,0,1181,200,1224,271,9,3
796396.jpg,0,1121,231,1163,316,9,2
796396.jpg,0,1567,283,1634,351,9,1
796396.jpg,0,1019,232,1060,315,1,4
796396.jpg,0,529,231,580,304,1,2
796396.jpg,0,256,284,322,355,1,1
796396.jpg,0,558,277,609,363,1,3
796396.jpg,1,1094,297,1112,314,-1,-1
796363.jpg,0,1181,200,1224,271,9,3
796363.jpg,0,1122,232,1164,316,9,2
796363.jpg,0,1567,283,1634,351,9,1
796363.jpg,0,1018,233,1060,315,1,4
796363.jpg,0,529,231,580,304,1,2
796363.jpg,0,256,284,322,355,1,1
796363.jpg,0,558,277,609,363,1,3
796363.jpg,1,1094,297,1111,314,-1,-1
796330.jpg,0,1181,200,1224,271,9,3
796330.jpg,0,1122,232,1164,317,9,2
796330.jpg,0,1567,283,1634,351,9,1
796330.jpg,0,1017,233,1060,316,1,4
796330.jpg,0,529,231,580,304,1,2
796330.jpg,0,256,284,322,355,1,1
796330.jpg,0,557,277,608,363,1,3
796330.jpg,1,1094,297,1111,314,-1,-1
796296.jpg,0,1182,200,1224,271,9,3
796296.jpg,0,1122,232,1164,317,9,2
796296.jpg,0,1567,283,1634,351,9,1
796296.jpg,0,1016,233,1059,316,1,4
796296.jpg,0,529,231,580,304,1,2
796296.jpg,0,256,284,322,355,1,1
796296.jpg,0,557,277,608,363,1,3
796296.jpg,1,1093,297,1111,314,-1,-1
796263.jpg,0,1182,200,1224,271,9,3
796263.jpg,0,1123,232,1165,317,9,2
796263.jpg,0,1567,283,1634,351,9,1
796263.jpg,0,1016,233,1059,317,1,4
796263.jpg,0,529,231,580,304,1,2
796263.jpg,0,256,284,322,355,1,1
796263.jpg,0,557,277,608,363,1,3
796263.jpg,1,1093,297,1110,314,-1,-1
796230.jpg,0,1182,200,1224,271,9,3
796230.jpg,0,1123,233,1165,317,9,2
796230.jpg,0,1567,283,1634,351,9,1
796230.jpg,0,1015,234,1059,317,1,4
796230.jpg,0,529,231,580,304,1,2
796230.jpg,0,256,284,322,355,1,1
796230.jpg,0,557,277,607,363,1,3
796230.jpg,1,1093,297,1110,314,-1,-1
796196.jpg,0,1182,200,1223,271,9,3
796196.jpg,0,1123,232,1165,316,9,2
796196.jpg,0,1567,283,1634,351,9,1
796196.jpg,0,1015,234,1058,317,1,4
796196.jpg,0,530,231,580,304,1,2
796196.jpg,0,256,284,322,355,1,1
796196.jpg,0,557,277,607,362,1,3
796196.jpg,1,1092,297,1109,314,-1,-1
796163.jpg,0,1182,200,1223,271,9,3
796163.jpg,0,1123,232,1165,316,9,2
796163.jpg,0,1567,283,1634,351,9,1
796163.jpg,0,1014,234,1057,317,1,4
796163.jpg,0,530,231,581,304,1,2
796163.jpg,0,256,284,322,355,1,1
796163.jpg,0,557,276,607,362,1,3
796163.jpg,1,1091,297,1109,314,-1,-1
796129.jpg,0,1182,200,1223,271,9,3
796129.jpg,0,1123,231,1165,315,9,2
796129.jpg,0,1567,283,1634,351,9,1
796129.jpg,0,1014,234,1055,317,1,4
796129.jpg,0,531,231,581,304,1,2
796129.jpg,0,256,284,322,355,1,1
796129.jpg,0,557,276,607,362,1,3
796129.jpg,1,1091,297,1108,314,-1,-1
796096.jpg,0,1182,200,1223,271,9,3
796096.jpg,0,1123,231,1165,315,9,2
796096.jpg,0,1567,283,1634,351,9,1
796096.jpg,0,1014,234,1054,318,1,4
796096.jpg,0,531,230,582,304,1,2
796096.jpg,0,256,284,322,355,1,1
796096.jpg,0,557,276,607,361,1,3
796096.jpg,1,1090,297,1107,315,-1,-1
796063.jpg,0,1182,200,1222,271,9,3
796063.jpg,0,1123,230,1165,314,9,2
796063.jpg,0,1567,283,1634,351,9,1
796063.jpg,0,1013,234,1053,318,1,4
796063.jpg,0,532,230,582,304,1,2
796063.jpg,0,256,284,322,355,1,1
796063.jpg,0,557,275,607,361,1,3
796063.jpg,1,1089,297,1107,315,-1,-1
796029.jpg,0,1182,200,1222,271,9,3
796029.jpg,0,1123,230,1164,314,9,2
796029.jpg,0,1567,283,1634,351,9,1
796029.jpg,0,1013,234,1052,318,1,4
796029.jpg,0,532,230,583,304,1,2
796029.jpg,0,256,284,322,355,1,1
796029.jpg,0,557,275,607,361,1,3
796029.jpg,1,1088,298,1106,315,-1,-1
795996.jpg,0,1182,200,1222,271,9,3
795996.jpg,0,1123,229,1164,313,9,2
795996.jpg,0,1567,283,1634,351,9,1
795996.jpg,0,1013,234,1051,318,1,4
795996.jpg,0,533,230,583,303,1,2
795996.jpg,0,256,284,322,355,1,1
795996.jpg,0,557,275,607,361,1,3
795996.jpg,1,1088,298,1105,315,-1,-1
795963.jpg,0,1182,200,1222,271,9,3
795963.jpg,0,1123,229,1164,312,9,2
795963.jpg,0,1567,283,1634,351,9,1
795963.jpg,0,1013,234,1050,318,1,4
795963.jpg,0,533,230,584,303,1,2
795963.jpg,0,256,284,322,355,1,1
795963.jpg,0,557,274,607,360,1,3
795963.jpg,1,1087,298,1104,315,-1,-1
795929.jpg,0,1182,200,1222,271,9,3
795929.jpg,0,1123,228,1164,312,9,2
795929.jpg,0,1567,283,1634,351,9,1
795929.jpg,0,1012,234,1049,318,1,4
795929.jpg,0,534,230,584,303,1,2
795929.jpg,0,256,284,322,355,1,1
795929.jpg,0,557,274,607,360,1,3
795929.jpg,1,1086,298,1104,315,-1,-1
795896.jpg,0,1182,200,1221,271,9,3
795896.jpg,0,1123,228,1164,311,9,2
795896.jpg,0,1567,283,1634,351,9,1
795896.jpg,0,1012,234,1048,318,1,4
795896.jpg,0,534,230,585,303,1,2
795896.jpg,0,256,284,322,355,1,1
795896.jpg,0,557,274,607,360,1,3
795896.jpg,1,1085,298,1103,315,-1,-1
795863.jpg,0,1182,200,1221,271,9,3
795863.jpg,0,1123,228,1164,311,9,2
795863.jpg,0,1567,283,1634,351,9,1
795863.jpg,0,1011,234,1047,318,1,4
795863.jpg,0,534,230,585,303,1,2
795863.jpg,0,256,284,322,355,1,1
795863.jpg,0,556,274,607,360,1,3
795863.jpg,1,1084,298,1102,315,-1,-1
795829.jpg,0,1182,200,1221,271,9,3
795829.jpg,0,1123,229,1164,311,9,2
795829.jpg,0,1567,283,1634,351,9,1
795829.jpg,0,1010,235,1047,318,1,4
795829.jpg,0,534,230,585,303,1,2
795829.jpg,0,256,284,322,355,1,1
795829.jpg,0,555,274,606,360,1,3
795829.jpg,1,1083,298,1100,315,-1,-1
795796.jpg,0,1182,200,1221,271,9,3
795796.jpg,0,1123,230,1165,311,9,2
795796.jpg,0,1567,283,1634,351,9,1
795796.jpg,0,1008,235,1047,319,1,4
795796.jpg,0,533,230,585,303,1,2
795796.jpg,0,256,284,322,355,1,1
795796.jpg,0,555,274,605,361,1,3
795796.jpg,1,1082,298,1099,315,-1,-1
795762.jpg,0,1182,200,1221,271,9,3
795762.jpg,0,1123,231,1165,311,9,2
795762.jpg,0,1567,283,1634,351,9,1
795762.jpg,0,1007,235,1046,319,1,4
795762.jpg,0,533,230,585,303,1,2
795762.jpg,0,256,284,322,355,1,1
795762.jpg,0,554,275,605,361,1,3
795762.jpg,1,1080,298,1098,315,-1,-1
795729.jpg,0,1182,200,1221,271,9,3
795729.jpg,0,1123,232,1165,311,9,2
795729.jpg,0,1567,283,1634,351,9,1
